name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
bangalore,31/01/2017,31,17.5,23.6,29.4,17.5,23.2,13.1,59.3,0,0,0,,0,0,23.4,14.6,88.7,1016.8,16.2,6.9,266.2,22.9,9,,2017-01-31T06:46:01,2017-01-31T18:20:15,0.12,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,01/02/2017,30,15,22.2,28.3,15,21.8,9.4,53.8,0,0,0,,0,0,26.3,16.5,99.3,1017.6,14.3,7,275.9,23.7,9,,2017-02-01T06:45:52,2017-02-01T18:20:41,0.15,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,02/02/2017,30.9,13.5,22,29,13.5,21.6,8.9,50.8,0,0,0,,0,0,31.3,18.4,95,1018.7,8.1,7.6,278.7,24.1,10,,2017-02-02T06:45:43,2017-02-02T18:21:05,0.19,Clear,Clear conditions throughout the day.,clear-day,"43296099999,43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,03/02/2017,28.9,15,21.7,27.8,15,21.5,12.2,60.3,0,0,0,,0,0,33.1,17.9,90.5,1018.5,5.5,7.1,272,23.7,9,,2017-02-03T06:45:32,2017-02-03T18:21:30,0.22,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,04/02/2017,28,14.5,21.4,27.1,14.5,21.3,11.9,60.1,0,0,0,,0,0,35.3,22,94.9,1017.4,4.7,7.2,275.4,23.7,9,,2017-02-04T06:45:21,2017-02-04T18:21:53,0.25,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,05/02/2017,29,14,21.5,27.7,14,21.2,9.7,54.1,0,0,0,,0,0,23.8,14.6,92.8,1016.9,1.3,7.2,279.2,24,10,,2017-02-05T06:45:08,2017-02-05T18:22:16,0.29,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,06/02/2017,29.9,13.5,21.8,28.5,13.5,21.6,10.3,53.6,0,0,0,,0,0,27.7,11,95.8,1016.9,0,6.9,274.9,23.7,9,,2017-02-06T06:44:54,2017-02-06T18:22:38,0.33,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,07/02/2017,30.3,14,22.7,28.4,14,22.2,8.7,46,0,0,0,,0,0,24.1,13,83.5,1016.7,0,7.5,278.1,24,10,,2017-02-07T06:44:40,2017-02-07T18:23:00,0.37,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,08/02/2017,30.3,14,22.7,28.4,14,22.3,8,44.1,0,0,0,,0,0,28.4,16.2,93.7,1017.3,1.1,7.3,282.4,24.4,10,,2017-02-08T06:44:24,2017-02-08T18:23:21,0.4,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,09/02/2017,30,14.5,22.6,28.3,14.5,22.2,8.4,45.2,0,0,0,,0,0,25.2,14.6,73,1016.7,1.1,7.4,282.6,24.6,10,,2017-02-09T06:44:07,2017-02-09T18:23:42,0.44,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,10/02/2017,31,12.5,22.1,28.9,12.5,21.6,5.6,41.5,0,0,0,,0,0,26.3,16.9,90.7,1015.6,2.3,7.6,286,24.6,10,,2017-02-10T06:43:50,2017-02-10T18:24:02,0.47,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,11/02/2017,30,13.5,21.8,28.1,13.5,21.4,8.7,50.5,0,0,0,,0,0,27.7,14.7,105.5,1016.7,0,7.1,286.4,24.6,10,,2017-02-11T06:43:31,2017-02-11T18:24:21,0.5,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,12/02/2017,28.9,13.5,20.6,27.6,13.5,20.4,11,60.7,0,0,0,,0,0,31.3,21.9,102.2,1018.1,11.7,6.8,287.9,24.6,10,,2017-02-12T06:43:11,2017-02-12T18:24:40,0.54,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,13/02/2017,27.9,14.5,21.2,27.3,14.5,21.1,12.4,61.8,0,0,0,,0,0,36.7,18.6,99.1,1019.5,16.6,7.4,276.6,23.7,10,,2017-02-13T06:42:51,2017-02-13T18:24:58,0.57,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,14/02/2017,28,16,21.6,27.9,16,21.7,15.5,71,0,0,0,,0,0,41.4,20.5,95.8,1020.8,32.1,6.5,213.1,18.3,8,,2017-02-14T06:42:29,2017-02-14T18:25:16,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,15/02/2017,29.2,16.5,22.8,27.7,16.5,22.5,12.1,57.6,0,0,0,,0,0,41.4,20.7,86.7,1021.1,12.9,7.5,282.9,24.5,10,,2017-02-15T06:42:07,2017-02-15T18:25:33,0.64,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,16/02/2017,28,13.5,21.7,27.1,13.5,21.5,10.1,52.3,0,0,0,,0,0,46.4,25.9,87.2,1019.4,3.5,7,293.4,25.3,10,,2017-02-16T06:41:44,2017-02-16T18:25:49,0.67,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,17/02/2017,28,14,21.3,27.2,14,21.2,10.7,53.9,0,0,0,,0,0,49.3,26,87,1018.2,0,7.1,290.3,25,10,,2017-02-17T06:41:20,2017-02-17T18:26:05,0.7,Clear,Clear conditions throughout the day.,clear-day,"43296099999,43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,18/02/2017,30.3,13.5,22.8,28.5,13.5,22.3,9.8,50,0,0,0,,0,0,45.4,29.5,80.7,1018.7,1.2,7.3,290.6,24.9,10,,2017-02-18T06:40:55,2017-02-18T18:26:20,0.73,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,19/02/2017,30.9,14,23.2,29.1,14,22.7,10.3,50.4,0,0,0,,0,0,36.4,14.6,57.9,1018,22.2,7,276.4,24,9,,2017-02-19T06:40:29,2017-02-19T18:26:35,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,20/02/2017,32,14.5,23.8,29.8,14.5,23.2,9.1,44.6,0,0,0,,0,0,22.3,11.1,78.5,1015.5,19.1,7,286.8,24.7,10,,2017-02-20T06:40:02,2017-02-20T18:26:49,0.8,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,21/02/2017,33.1,15.5,24.7,30.9,15.5,24.1,10.3,46.2,0,0,0,,0,0,24.1,11.1,201.1,1014.7,15.1,6.8,287.5,24.7,10,,2017-02-21T06:39:35,2017-02-21T18:27:02,0.83,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,22/02/2017,34,16.5,25.9,31.8,16.5,25.2,9.2,39.2,0,0,0,,0,0,31.7,14.8,89.1,1015.1,2,6.7,289,24.9,10,,2017-02-22T06:39:07,2017-02-22T18:27:15,0.86,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,23/02/2017,33.9,17.5,25.9,31.7,17.5,25.1,9.3,39.3,0,0,0,,0,0,37.4,18.3,81.2,1016.3,0.3,7.4,292.4,25.3,10,,2017-02-23T06:38:38,2017-02-23T18:27:28,0.89,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,24/02/2017,34.3,15.1,25.9,31.7,15.1,25,9,41.4,0,0,0,,0,0,42.5,23.9,89.5,1017.1,2.4,7.3,298,25.7,10,,2017-02-24T06:38:09,2017-02-24T18:27:40,0.92,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,25/02/2017,33.9,15.5,25.6,31.5,15.5,24.8,10,45.8,0,0,0,,0,0,37.1,27,81.2,1017,6.8,7.1,296.4,25.7,10,,2017-02-25T06:37:38,2017-02-25T18:27:51,0.96,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,26/02/2017,32.1,17.5,25,30,17.5,24.4,12.9,53.9,0,0,0,,0,0,31.7,18.3,75.6,1015.1,16.6,7,290.7,25.1,10,,2017-02-26T06:37:08,2017-02-26T18:28:02,0,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,remote,43302599999,43295099999"
bangalore,27/02/2017,30,16.5,23.5,28.2,16.5,23.1,10.1,51.5,0,0,0,,0,0,43.9,22.4,94.9,1016.3,34.7,7.4,274.6,23.8,9,,2017-02-27T06:36:36,2017-02-27T18:28:13,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,28/02/2017,31.6,16.5,24,29.4,16.5,23.4,7.4,43.5,0,0,0,,0,0,43.6,25.6,82.3,1016.6,11.6,7.3,304.5,26.3,10,,2017-02-28T06:36:04,2017-02-28T18:28:23,0.06,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,01/03/2017,31.4,14,23.6,29.3,14,23,6.1,36.7,0,0,0,,0,0,49.7,27.7,83.8,1016.3,23.2,7.7,298,25.9,10,,2017-03-01T06:35:31,2017-03-01T18:28:33,0.09,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,02/03/2017,31,14.5,23.1,28.9,14.5,22.6,8.4,45.7,0,0,0,,0,0,29.9,18.2,90.6,1015.1,22.4,7.3,298.8,25.8,10,,2017-03-02T06:34:58,2017-03-02T18:28:42,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,03/03/2017,31.9,16.9,24.5,30.5,16.9,24.1,13.4,56.2,0,0,0,,0,0,33.1,22.1,112.1,1012.8,23.2,7.4,273.9,23.7,10,,2017-03-03T06:34:24,2017-03-03T18:28:51,0.17,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,04/03/2017,32,20,25.7,31.5,20,25.5,16.4,60.5,0,0,0,,0,0,33.5,14.6,121.6,1012.7,36.1,7.6,261.9,22.7,9,,2017-03-04T06:33:50,2017-03-04T18:28:59,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,05/03/2017,32.9,21,26.5,32.8,21,26.6,18.2,64.2,0.2,100,8.33,rain,0,0,26.6,21.8,194.1,1012.5,46.9,7.2,241.9,20.8,8,,2017-03-05T06:33:15,2017-03-05T18:29:07,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,06/03/2017,31.1,23,26.2,31.8,23,26.6,18.8,65.2,7.359,100,4.17,rain,0,0,26.3,14.7,182,1012.4,58.5,6.9,217.6,18.9,7,,2017-03-06T06:32:39,2017-03-06T18:29:15,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,07/03/2017,32,21,25.9,32.3,21,26.1,18.3,66.9,36.16,100,4.17,rain,0,0,24.1,18.3,154.8,1012.5,48.3,6.8,229.3,20,8,,2017-03-07T06:32:04,2017-03-07T18:29:22,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,08/03/2017,30.1,21,25.1,30.3,21,25.1,18.3,69.1,0.1,100,4.17,rain,0,0,27.7,10.9,119.8,1012.8,53.9,6,241.9,20.9,8,,2017-03-08T06:31:27,2017-03-08T18:29:29,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,09/03/2017,32,21,26.2,32.2,21,26.4,18.1,64.3,0,0,0,,0,0,31.7,11.4,147.4,1011.9,35.8,6.5,258.3,22.4,9,,2017-03-09T06:30:51,2017-03-09T18:29:35,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,10/03/2017,32,22,26.8,32.7,22,26.9,17.1,57.9,0,0,0,,0,0,27,14.7,213.3,1012.6,39,7.7,262.2,22.6,9,,2017-03-10T06:30:14,2017-03-10T18:29:42,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,11/03/2017,32.9,20,26.9,30.9,20,26.3,11.3,39.7,0.1,100,4.17,rain,0,0,88.9,17.8,265.7,1014.3,29.9,8.2,283.9,24.5,10,,2017-03-11T06:29:36,2017-03-11T18:29:48,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,12/03/2017,32.9,21,27.3,31.6,21,26.7,12.3,41.8,0,0,0,,0,0,25.2,10.9,23.5,1014.5,32.4,8.1,308.9,26.6,10,,2017-03-12T06:28:58,2017-03-12T18:29:53,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,13/03/2017,32.9,21.9,26.9,33.2,21.9,27,17.5,59.2,2,100,4.17,rain,0,0,30.2,18,144.1,1014.9,42.9,8,289,25,9,,2017-03-13T06:28:20,2017-03-13T18:29:59,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,14/03/2017,29.9,22,25.1,30,22,25.3,18.4,68.1,3.4,100,33.33,rain,0,0,164.9,20.3,134.1,1015.6,51.8,7,202.6,17.5,7,,2017-03-14T06:27:42,2017-03-14T18:30:04,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,15/03/2017,30.9,20.9,25.2,30.5,20.9,25.2,17.5,65.8,0.7,100,16.67,rain,0,0,50,27.3,111.9,1016,54.6,8,213.8,18.6,8,,2017-03-15T06:27:03,2017-03-15T18:30:09,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,16/03/2017,31.3,19.9,25.2,30,19.9,25,15.9,60.6,0,0,0,,0,0,29.5,14.6,145,1016,41.9,7.9,231.8,20,9,,2017-03-16T06:26:25,2017-03-16T18:30:14,0.62,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,17/03/2017,32,19.5,26.4,31.3,19.5,26.2,15.6,54.5,0,0,0,,0,0,20.5,11.1,100.5,1015,32.1,7.7,250.1,21.8,8,,2017-03-17T06:25:45,2017-03-17T18:30:19,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,18/03/2017,33.9,21,27.6,32.6,21,27.2,15.5,52.7,0,0,0,,0,0,27.7,14.8,238.2,1015.7,34.1,7.7,287.2,24.8,10,,2017-03-18T06:25:06,2017-03-18T18:30:23,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,19/03/2017,34.2,21.9,27.4,32.2,21.9,27,15.4,54.3,0,0,0,,0,0,28.4,18,159.6,1016,32.4,7.5,292.4,25.1,9,,2017-03-19T06:24:27,2017-03-19T18:30:27,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,20/03/2017,33.4,22,27.2,32.3,22,27.1,17,57.4,0,0,0,,0,0,29.2,19.8,151.9,1015.1,34,8.1,243,20.9,8,,2017-03-20T06:23:47,2017-03-20T18:30:32,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,21/03/2017,32,21.5,27,31.5,21.5,26.8,16.4,55.7,0.3,100,12.5,rain,0,0,25.6,14.7,130.6,1016.1,43,8.3,227,19.6,8,,2017-03-21T06:23:08,2017-03-21T18:30:36,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,22/03/2017,32.6,20.9,26.8,31.4,20.9,26.4,14.5,49.8,0,0,0,,0,0,28.8,17.7,92.2,1016.3,34.9,7.9,264.7,22.8,9,,2017-03-22T06:22:28,2017-03-22T18:30:40,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,23/03/2017,33.7,20,26.7,31.5,20,26,12.5,47.5,0,0,0,,0,0,25.9,12.8,104.2,1015.9,29,7.6,312.8,27,10,,2017-03-23T06:21:48,2017-03-23T18:30:43,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,24/03/2017,34,19.9,26.9,31.6,19.9,26.1,10,40.4,0,0,0,,0,0,36,21.7,95.5,1015.6,5.1,7.9,318.6,27.7,10,,2017-03-24T06:21:08,2017-03-24T18:30:47,0.88,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,25/03/2017,34.9,20,27.5,32.3,20,26.5,8.6,35.4,0,0,0,,0,0,35.6,22.1,94.5,1016,0,8.2,318.5,27.6,10,,2017-03-25T06:20:28,2017-03-25T18:30:51,0.91,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,26/03/2017,35.4,20,27.8,33,20,26.8,9.8,36.1,0,0,0,,0,0,42.5,25.7,91.9,1016,6.9,8,315.9,27.2,10,,2017-03-26T06:19:48,2017-03-26T18:30:55,0.94,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,27/03/2017,34.6,19.9,27.5,32.4,19.9,26.6,9.6,35.9,0,0,0,,0,0,41.8,27.1,94.5,1016.3,0.2,8,317.5,27.4,10,,2017-03-27T06:19:08,2017-03-27T18:30:58,0.97,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,28/03/2017,34.9,21.5,27.9,32.7,21.5,27.2,11.8,40.5,0,0,0,,0,0,35.6,20.4,120.6,1016.3,16.2,8.3,307.7,26.5,10,,2017-03-28T06:18:29,2017-03-28T18:31:02,0,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,29/03/2017,35,21.9,28.1,33,21.9,27.5,13.2,44.5,0,0,0,,0,0,32.8,21.7,109.3,1015.9,17.7,8.1,304.8,26.4,10,,2017-03-29T06:17:49,2017-03-29T18:31:06,0.04,Clear,Clear conditions throughout the day.,clear-day,"43296099999,43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,30/03/2017,34.9,21.9,27.9,32.7,21.9,27.2,12.3,43.7,0,0,0,,0,0,33.8,21.6,106.5,1016.2,17.5,7.7,314.5,27.3,10,,2017-03-30T06:17:09,2017-03-30T18:31:09,0.08,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,31/03/2017,35,20.9,28.3,32.9,20.9,27.4,10.8,37.4,0,0,0,,0,0,43.9,22.3,104.6,1016.7,11.8,8,318.8,27.5,10,,2017-03-31T06:16:30,2017-03-31T18:31:13,0.11,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,01/04/2017,35,21.9,28.4,33,21.9,27.7,11.6,38.5,0,0,0,,0,0,26.3,18,138.5,1015.8,12.6,7.1,309.1,26.7,10,,2017-04-01T06:15:50,2017-04-01T18:31:17,0.15,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,02/04/2017,35,22,28.4,33.7,22,28,14.1,45.4,0,0,0,,0,0,24.8,14.5,160.5,1014.6,23.9,7.9,292.8,25.1,10,,2017-04-02T06:15:11,2017-04-02T18:31:21,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,03/04/2017,35,22.9,28.7,34,22.9,28.4,15.2,47.5,0,0,0,,0,0,25.6,17.8,177.4,1015,30.9,8,282,24.4,9,,2017-04-03T06:14:32,2017-04-03T18:31:25,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,04/04/2017,35,22,28.8,34.5,22,28.7,15.6,47,0,0,0,,0,0,23,14.4,191.2,1015.1,35.5,7.4,270.7,23.4,9,,2017-04-04T06:13:53,2017-04-04T18:31:29,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,05/04/2017,35,22,27.1,35.1,22,27.4,17.9,59.9,3.92,100,4.17,rain,0,0,44.6,18,243.6,1014.9,39.5,7.5,253.7,21.8,9,,2017-04-05T06:13:14,2017-04-05T18:31:33,0.29,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,06/04/2017,34,22,27,35,22,27.4,18.9,64.6,0.6,100,4.17,rain,0,0,21.6,19.6,201,1013.6,52.5,6.8,247.5,21.4,9,,2017-04-06T06:12:36,2017-04-06T18:31:37,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,07/04/2017,34.1,22,28.2,34.4,22,28.4,17.4,55,0.481,100,4.17,rain,0,0,27,14.7,239.4,1014,42.1,7.8,248.7,21.6,9,,2017-04-07T06:11:58,2017-04-07T18:31:41,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,08/04/2017,35.9,24,29.4,35,24,29.2,16,47.8,0,0,0,,0,0,31.7,20.2,129.2,1013.3,30.2,7.9,256.4,22.1,9,,2017-04-08T06:11:20,2017-04-08T18:31:46,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,09/04/2017,35,21.5,28.9,33.9,21.5,28.7,16.1,50.2,0,0,0,,0,0,25.9,25.3,123.4,1013.5,23.5,8.4,262.7,22.6,9,,2017-04-09T06:10:42,2017-04-09T18:31:51,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,10/04/2017,35.9,22,28.6,35.2,22,28.7,16.6,51.2,0.092,100,4.17,rain,0,0,24.1,16.4,138.6,1013,36.8,8.1,258.6,22.3,9,,2017-04-10T06:10:05,2017-04-10T18:31:56,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,11/04/2017,35.9,22.9,28.9,35.3,22.9,28.7,15.5,47.3,0,0,0,,0,0,31.3,18.2,99.6,1012.9,34.6,8,270.5,23.5,9,,2017-04-11T06:09:28,2017-04-11T18:32:01,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,12/04/2017,35.9,22,29.2,33.9,22,28.8,14.6,46,0,0,0,,0,0,31.3,14.9,83.9,1013.3,27.9,7.8,273,23.5,9,,2017-04-12T06:08:52,2017-04-12T18:32:06,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,13/04/2017,35.9,22.9,29,33.4,22.9,28.2,11.9,41.8,0,0,0,,0,0,31.7,15,92.9,1013.8,6.7,8.2,319.7,27.6,10,,2017-04-13T06:08:16,2017-04-13T18:32:12,0.57,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,14/04/2017,35,19.5,27.9,32.5,19.5,27.1,11.9,43.5,0,0,0,,0,0,26.3,16.3,116.8,1013.2,17.5,7.6,311.8,26.8,10,,2017-04-14T06:07:40,2017-04-14T18:32:18,0.6,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,15/04/2017,35.2,21,28.3,33.4,21,27.8,13.7,46.9,0,0,0,,0,0,27,16.4,245.8,1011.8,24.8,8.2,274,23.7,10,,2017-04-15T06:07:05,2017-04-15T18:32:24,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,16/04/2017,34.9,23,27.4,34.9,23,27.8,17.3,56,2.8,100,4.17,rain,0,0,31.3,20.5,232.1,1011.9,39.7,7.3,273,23.8,9,,2017-04-16T06:06:30,2017-04-16T18:32:30,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,17/04/2017,34,22.3,25.9,34.9,22.3,26.2,17.9,63,14.202,100,12.5,rain,0,0,46.4,27.3,247.7,1013.2,49.1,7.4,275.7,23.6,10,,2017-04-17T06:05:56,2017-04-17T18:32:37,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,18/04/2017,35.1,21.9,28.5,35,21.9,28.7,17.4,53.9,0,0,0,,0,0,28.8,18.2,254.7,1013,38.7,7.5,269.6,23.3,10,,2017-04-18T06:05:22,2017-04-18T18:32:43,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
